,pos,year,player_name,Ortg,eFG,TS_per,twoPM,porpag,adjoe,adrtg,ogbpm,ast,pts,ast/tov,rimmade/(rimmade+rimmiss),gbpm,test_score
20212,Wing G,2014,javorn farrell,96.5,43.9,49.39,125,1.79137,103.876,104.091,1.16171,3.2222,16.0,1.15998266,0.5897,1.68876,49.15956840644911
20219,Scoring PG,2010,jawan carter,109.1,47.7,54.99,86,4.49447,119.597,109.833,4.78745,4.871,18.2258,1.6236666,0.5926,3.63729,61.47941820284174
20224,Wing G,2013,jawanza poland,96.3,47.6,50.59,64,1.54695,105.729,93.6513,2.04176,0.5161,8.4194,0.39998449,0.5862,3.20785,38.82196898671585
20228,Wing G,2022,jawaun newton,97.7,47.6,51.54,66,1.94411,103.299,107.362,0.409004,1.2273,12.7273,0.84379517,0.5658,-0.926295,41.485416242465114
20229,Wing G,2021,jawaun newton,107.1,54.1,57.45,87,3.3498,115.128,109.074,1.69184,2.2273,13.5,1.13957533,0.6437,0.109575,46.42214254896002
20233,Wing G,2021,jax levitch,124.8,61.8,60.88,4,2.12863,104.762,109.378,0.300794,1.4,4.52,3.49999989,0.6,0.428492,43.49944782932238
20234,Wing G,2018,jax levitch,117.9,58.6,59.45,5,0.968658,97.8858,106.986,-0.492855,1.0303,5.4848,1.69988448,0.2727,-0.376298,37.356584661303415
20242,Wing G,2022,jaxon etter,103.1,50.8,55.01,33,0.946185,96.125,110.584,-0.800534,1.5161,5.0645,1.38229403,0.5854,-1.44197,47.831615488082825
20249,Wing G,2021,jaxson baker,90.2,45.9,47.99,12,0.083763,86.3978,115.542,-1.5923,1.4783,6.0,1.06253146,0.4545,-3.89199,41.22706454682142
20254,Wing G,2014,jay bowie,111.7,53.9,57.8,54,2.29724,108.977,105.599,2.22504,1.2258,12.0968,0.7916559,0.4744,2.00649,41.176578709801326
20256,Wing G,2011,jay bowie,91.9,48.4,50.56,44,0.139944,87.8807,109.496,-1.63554,0.9091,6.3939,0.59998679,0.4815,-2.46648,38.331102114612996
20258,Wing G,2013,jay canty,103.7,46.8,51.58,139,2.47218,107.793,107.875,2.71471,3.2069,14.6207,1.25676989,0.5568,1.28447,49.987251725253216
20262,Wing G,2011,jay couisnard,105.3,56.9,59.0,121,2.85095,111.498,107.786,2.91389,1.6429,17.5714,0.51112218,0.7431,2.06215,38.664034183622114
20263,Wing G,2010,jay couisnard,96.8,43.0,50.23,95,1.74613,101.519,110.717,-0.282188,1.8929,14.0,0.7681289,0.5816,-2.1396,48.46044875472706
20265,Wing G,2019,jay estime',103.1,51.7,52.94,34,0.575258,94.4106,117.059,-0.899936,1.4545,7.5152,1.23074966,0.7222,-2.6911,41.936652011444394
20270,Scoring PG,2015,jay harris,105.4,45.9,56.13,69,3.02926,113.714,109.469,3.17613,3.6667,15.1333,1.3095357,0.5,1.95582,60.38482673434975
20272,Scoring PG,2015,jay harris,94.3,49.8,52.14,53,1.0878,98.4334,108.671,0.345663,2.2258,11.129,0.91998018,0.45,-0.723535,41.11586413149388
20277,Scoring PG,2014,jay harris,102.1,50.3,54.63,24,0.96291,97.7062,105.071,0.379984,2.85,10.3,1.18749991,0.4545,0.128973,47.354956356607346
20285,Wing G,2015,jay hook,114.0,53.6,56.92,39,2.6029,112.618,100.369,3.3683,0.871,11.1613,0.77147921,0.5435,3.82258,40.60905321174565
20287,Wing G,2014,jay hook,115.2,57.4,62.9,49,3.10057,116.66,111.493,3.50711,0.7273,13.5152,0.400011,0.5128,1.99532,42.007565076232694
20293,Wing G,2019,jay jay chandler,101.1,48.8,52.66,72,1.38777,104.326,97.7022,-0.829699,1.3226,8.2581,0.91113258,0.6047,1.4283,43.81719882037258
20309,Wing G,2011,jay r strowbridge,106.2,49.2,52.03,73,1.86162,107.154,101.815,1.56884,1.0263,9.4211,1.14708837,0.5914,1.45483,41.53505211920723
20317,Scoring PG,2010,jay threatt,103.8,42.6,47.96,49,1.49301,98.1071,101.339,-0.249379,4.4615,8.2692,2.52176139,0.6333,1.94501,60.904645439501195
20322,Scoring PG,2015,jay wright,94.6,44.1,47.5,68,0.828546,96.2146,102.915,-1.116,3.6286,9.1143,1.628197,0.5,-1.21416,50.38530976628148
20323,Scoring PG,2016,jay wright,96.3,43.7,46.57,54,0.773354,95.7091,106.216,-0.726522,3.6333,8.7,1.67688201,0.4306,-0.901954,49.43241930012711
20324,Scoring PG,2017,jay wright,111.3,51.2,55.19,122,3.26805,114.66,108.808,2.66732,3.9091,16.2121,1.63294214,0.6,2.44784,51.92468492039528
20328,Wing G,2019,jayce johnson,77.5,36.1,41.6,59,-0.942439,77.8158,105.253,-4.71413,2.0323,6.5484,0.80771831,0.5263,-4.62082,47.08262451224502
20329,Wing G,2020,jayce johnson,89.1,43.1,45.78,78,0.547572,91.83,106.424,-2.32114,2.1613,8.3226,1.09838895,0.5273,-2.96963,43.95458399596009
20334,Wing G,2020,jaycee hillsman,99.9,54.0,59.69,47,1.2229,98.7291,101.239,-0.793497,1.2258,8.4516,0.603159,0.6154,-0.179609,45.70078364075668
20335,Wing G,2018,jaycee hillsman,97.2,47.9,54.73,61,1.28027,102.623,107.755,-0.302452,2.3667,9.5667,0.92207891,0.5217,-1.01281,50.86292221659075
20340,Scoring PG,2010,jaydee luster,83.7,36.7,43.31,24,-0.270105,82.9843,104.59,-3.19004,4.1111,5.8519,1.54164337,0.72,-4.82231,60.690961131645096
20341,Scoring PG,2011,jaydee luster,92.4,39.8,48.59,29,0.273834,89.0268,107.033,-2.61649,3.4231,6.1154,1.67922486,0.7097,-3.69287,62.30472547272215
20352,Scoring PG,2017,jayden hodgson,89.3,47.6,50.28,23,-0.108941,86.277,106.244,-2.71771,1.7273,5.1212,1.13998154,0.4286,-3.21151,42.51917458885742
20362,Scoring PG,2019,jayden saddler,96.5,50.6,54.55,77,0.502486,92.4812,114.441,-2.05649,3.5714,8.3929,1.28204754,0.6316,-2.51613,52.03736882730798
20364,Wing G,2022,jayden taylor,94.6,43.7,48.96,49,1.12433,99.1729,99.1593,-1.10282,1.0909,8.1515,0.85715407,0.4805,-0.197133,44.12690631791495
20371,Wing G,2019,jaylan mcgill,96.2,51.8,53.04,20,-0.334668,83.7539,111.893,-3.15089,0.6786,4.6786,0.86368842,0.5357,-4.56145,37.35164058378526
20377,Scoring PG,2016,jaylen adams,122.2,57.0,63.91,66,5.26762,128.739,105.113,6.17991,5.0,17.9,1.82929062,0.5862,6.24226,62.11351979921005
20378,Scoring PG,2015,jaylen adams,111.2,49.4,55.97,27,2.41178,108.911,101.762,1.29281,4.5,10.0455,2.30237917,0.6087,1.57514,62.02166267347127
20385,Wing G,2017,jaylen barford,101.7,47.5,51.14,145,2.39869,114.959,99.6956,2.06077,1.9722,12.75,1.01429751,0.6519,2.13723,44.672111901260074
20390,Wing G,2015,jaylen bland,101.9,48.2,51.62,54,1.9969,103.382,102.0,2.50852,1.5806,15.1935,0.89088043,0.3699,2.7621,38.35550110672134
20405,Scoring PG,2017,jaylen fisher,97.0,48.3,51.77,57,1.63315,103.772,99.4648,0.40628,4.0,9.8857,1.4736765,0.5,0.69303,51.79587567467666
20408,Wing G,2021,jaylen forbes,106.6,48.6,55.47,51,3.57294,113.754,97.5882,2.95155,0.9565,16.4348,0.66664342,0.5088,3.51945,44.04550584633236
20409,Wing G,2022,jaylen forbes,105.2,54.1,58.42,74,3.4699,113.32,100.888,3.08911,1.4483,16.4828,0.68855187,0.6557,2.5993,42.629087988231745
20411,Wing G,2018,jaylen fornes,108.4,52.7,56.28,72,1.81633,106.569,114.932,1.02116,2.0,11.8438,1.0,0.625,-0.801356,44.919820220330905
20415,Scoring PG,2019,jaylen franklin,108.5,54.9,56.37,116,1.96654,104.653,100.246,-0.384498,4.8235,10.1765,2.34286973,0.6522,1.44543,54.09084357680383
20416,Scoring PG,2018,jaylen franklin,99.8,54.6,55.06,118,1.05716,96.9448,106.513,-1.06096,4.4375,10.5,1.65116279,0.6397,-0.860367,48.76099282391826
20417,Scoring PG,2017,jaylen franklin,91.4,47.1,46.63,100,0.471805,91.7493,107.451,-1.94614,4.4231,10.8077,1.76924,0.6161,-1.91278,46.54010901520185
20435,Scoring PG,2021,jaylen minnett,96.6,47.2,51.42,48,1.8232,101.804,107.986,0.614917,2.875,16.4375,1.04545455,0.4375,-1.47717,44.076618824890204
20437,Scoring PG,2018,jaylen minnett,104.3,54.3,56.74,16,0.846176,99.747,115.024,0.0223767,1.1667,7.1,0.89746158,0.1667,-2.31918,37.268282695053074
20438,Scoring PG,2020,jaylen minnett,98.4,47.6,50.37,58,2.21104,103.423,118.713,1.89666,3.4375,16.625,1.27906977,0.3793,-1.8825,44.51200219123601
20441,Wing G,2019,jaylen nowell,108.6,56.1,59.15,167,3.80296,119.413,93.8527,2.9467,3.1111,16.1667,1.05661591,0.7165,4.10466,47.61480076594002
20442,Wing G,2018,jaylen nowell,104.2,49.4,53.5,164,2.97982,114.489,101.321,1.42965,2.7059,16.0294,1.08235998,0.6357,1.30133,46.62842852997214
20449,Scoring PG,2017,jaylen shaw,108.3,52.1,55.65,139,2.74421,113.385,105.81,2.13222,3.7949,14.3333,1.68183822,0.5922,2.5676,50.896953473528555
20450,Scoring PG,2016,jaylen shaw,100.4,53.0,54.0,87,1.27871,100.366,106.403,-0.392953,3.5333,10.9,1.41331997,0.5556,-0.860945,45.42217167930944
20454,Scoring PG,2019,jaylen shead,103.1,47.4,51.96,68,1.14403,98.9779,96.6039,-1.14938,4.8235,7.7941,2.27781462,0.5842,1.34356,59.13132855414687
20456,Wing G,2022,jaylen sims,108.1,45.3,52.78,114,3.49833,114.789,103.184,3.49469,2.3889,16.3611,1.3230505,0.4725,2.80452,50.921514875435115
20459,Wing G,2021,jaylen sims,105.8,50.7,57.53,41,2.90011,110.093,109.855,2.82754,1.75,17.5833,0.67742807,0.5143,1.35462,45.3796595916255
20461,Wing G,2019,jaylen stowe,110.9,55.3,58.95,103,1.96083,107.456,103.368,0.14142,1.1935,10.5484,0.86042827,0.6049,0.750261,42.19787291986937
20466,Wing G,2016,jaylin airington,106.1,48.0,53.99,66,1.57462,103.573,98.3899,0.774648,2.0385,10.3846,1.20457373,0.5326,2.12891,48.587935037004854
20467,Wing G,2017,jaylin airington,106.8,46.3,52.58,102,2.54815,111.051,97.508,1.93743,2.0286,14.2857,1.09234827,0.5,2.62833,47.27310637058998
20468,Wing G,2015,jaylin airington,102.7,42.5,49.39,52,0.975829,97.6264,106.915,-0.866927,1.7879,7.6667,1.47504325,0.5345,-1.30354,51.29886526415574
20469,Wing G,2021,jaylin andrews,105.6,48.2,51.67,63,1.58534,98.8394,101.972,-0.36663,2.2353,11.5882,1.35711256,0.625,-0.0265425,45.87268811520174
20470,Wing G,2020,jaylin andrews,97.6,45.0,48.5,58,0.0615871,85.8973,110.065,-1.73468,1.7812,7.8438,1.42496004,0.6515,-2.83222,45.56755543402543
20471,Wing G,2022,jaylin andrews,99.0,46.2,49.79,95,1.41001,96.7807,104.269,-0.912109,1.4483,13.6552,1.05002538,0.5876,-1.96989,40.8327714971484
20472,Wing G,2019,jaylin andrews,103.5,50.3,52.62,38,0.485118,93.5335,111.725,-0.736906,1.1,6.5667,1.17861352,0.6098,-1.88012,41.691907974564444
20474,Scoring PG,2022,jaylin hunter,100.2,45.7,50.28,61,1.39085,97.0682,102.567,-0.253303,4.0,9.6875,1.85511554,0.5439,0.741438,54.9158848642131
20480,Wing G,2018,jaylin walker,99.4,46.8,50.58,86,2.17266,106.313,108.763,2.05002,2.0,16.5484,0.77501356,0.5556,0.287277,41.59088714118131
20481,Wing G,2017,jaylin walker,106.4,48.8,51.93,94,2.38939,109.969,106.355,2.32467,0.8824,15.7941,0.43480828,0.5758,0.69839,37.05907642560627
20482,Wing G,2019,jaylin walker,108.0,48.7,53.52,85,4.38421,122.741,106.66,6.498,2.1111,21.5556,0.79165262,0.4024,4.55345,41.90119122265919
20488,Scoring PG,2016,jaylon brown,104.0,53.4,57.79,108,1.73783,104.589,99.1524,-0.441025,2.9394,10.697,1.49230847,0.6792,1.07074,50.43027353982514
20500,Wing G,2018,jaylon hall,89.5,43.7,47.93,58,0.28489,91.3576,100.343,-2.96575,1.4242,9.0909,0.81030957,0.5781,-2.89271,42.619867880277724
20514,Scoring PG,2014,jayon james,95.9,47.2,49.47,92,1.10643,98.5888,100.1,-0.621813,4.6923,9.5769,1.82090878,0.5944,1.35584,53.24480394390447
20515,Scoring PG,2013,jayon james,75.6,41.1,42.37,97,-0.339367,82.2572,106.279,-3.91353,5.0741,9.4074,1.04579647,0.5276,-4.69852,49.946870631730285
20521,Wing G,2016,jaysean paige,114.7,51.2,55.37,128,3.27836,130.291,87.4011,5.86044,1.2286,13.7143,0.79629273,0.6014,9.50433,41.9134020829462
20537,Wing G,2013,jayvaughn pinkston,103.4,48.4,55.93,122,3.22701,121.312,91.1283,3.92364,1.7273,13.4242,0.68674464,0.5294,5.98985,48.78723972887326
20545,Wing G,2019,jayvon graves,119.5,56.3,57.26,68,2.56604,117.11,95.4904,4.24772,1.8611,9.7778,2.03021703,0.6058,6.3969,42.78946303470209
20546,Wing G,2021,jayvon graves,101.0,46.1,47.5,97,2.05387,102.591,96.3244,1.04048,3.84,14.24,1.54838705,0.5899,2.52173,46.796695305119705
20548,Wing G,2020,jayvon graves,105.5,50.0,51.4,128,2.9612,110.102,102.252,3.17435,2.5312,17.0625,1.15711997,0.569,2.88661,40.7810539772249
20553,Wing G,2010,jazz williams,92.8,46.1,47.15,49,0.42338,91.1832,114.646,-0.704208,0.4828,8.8966,0.56002784,0.7059,-3.28574,36.219775647570614
20559,Wing G,2022,jc butler,94.6,47.6,50.97,36,0.23265,88.4454,99.1337,-2.37345,1.04,6.16,0.89655172,0.4242,-1.15496,40.463009194871226
20561,Wing G,2016,jc fuller,94.7,44.8,49.11,76,1.19723,99.534,109.479,0.113735,1.7083,12.625,0.85415,0.5082,-1.90967,42.39104912183706
20564,Scoring PG,2015,jc hampton,92.6,38.7,41.83,51,0.126456,88.7687,112.247,-2.53364,3.069,7.4828,2.06973293,0.413,-4.19905,48.63929028799982
20565,Scoring PG,2014,jc hampton,104.9,53.5,57.19,53,1.83824,105.45,113.104,1.30729,2.8621,14.8621,1.22061578,0.5085,-0.636929,44.987004236267566
20575,Wing G,2019,jc younger,112.2,59.4,59.78,26,1.38676,104.11,114.735,1.7049,0.6667,9.6389,0.92315152,0.5294,-0.994274,34.5650640543048
20576,Wing G,2018,jc younger,96.3,48.8,51.79,35,0.520106,92.8221,118.034,-0.714979,1.125,10.2812,0.7826087,0.4865,-3.87717,38.81199612368344
20577,Wing G,2020,jc younger,102.7,53.1,55.57,13,0.346898,89.7494,118.054,-1.09302,0.3438,6.4062,0.45840001,0.7143,-4.1517,39.55528514279281
20579,Scoring PG,2011,j'covan brown,110.2,48.7,55.96,68,2.55237,120.711,88.3767,3.8229,2.0556,10.4444,1.2131728,0.5098,6.70707,50.98751817839998
20581,Scoring PG,2012,j'covan brown,113.6,49.2,54.95,143,5.52955,130.844,97.3512,7.15373,3.8235,20.0882,1.41302339,0.5825,7.85165,54.37750282284313
20583,Scoring PG,2022,jd davison,102.6,52.1,55.85,74,2.2267,110.347,97.4468,2.97242,4.3333,8.5455,1.50524532,0.625,4.16542,56.24294475488242
20592,Wing G,2018,jd notae,91.6,45.2,47.94,88,0.884185,95.9053,106.879,-0.819415,1.9286,15.4286,0.75001945,0.5,-1.12309,37.8146748271504
20606,Wing G,2020,jd williams,92.7,46.4,50.48,56,1.33093,96.2338,102.162,-0.645561,2.3158,14.0526,0.91667656,0.6557,-0.886828,44.59607343562139
20607,Wing G,2019,jd williams,103.6,50.8,56.4,95,1.73044,102.685,108.895,0.441303,1.6571,12.2286,0.79450541,0.6,-0.399634,45.902623194966424
20613,Wing G,2010,jean cajou,96.1,41.9,47.87,56,0.633289,91.4261,100.106,-2.23236,1.7419,9.8065,1.03845235,0.5352,-1.99567,46.87871190175349
20618,Wing G,2011,jean paul olukemi,106.8,45.8,54.76,92,2.52491,117.292,95.4936,2.82463,0.8529,11.0882,0.5576697,0.6204,4.14707,49.79856532210516
20624,Wing G,2021,jeenathan williams,108.8,53.2,54.94,136,3.16602,115.115,96.6333,3.68767,2.44,17.48,0.968254,0.6,4.52708,40.47633479112325
20625,Wing G,2022,jeenathan williams,108.5,54.4,55.88,148,3.4942,115.607,102.579,4.4212,2.8929,19.1786,1.0,0.5363,4.75598,40.620546726101644
20626,Wing G,2020,jeenathan williams,104.9,50.0,52.35,108,1.91212,106.759,102.545,1.30556,1.1875,11.5625,0.73076923,0.5556,0.731121,39.008135366936635
20644,Scoring PG,2018,jeff dowtin,117.2,49.1,52.43,97,3.00583,114.359,98.5747,2.71702,5.5588,9.6176,4.39535066,0.5612,4.53822,63.61366171492983
20646,Scoring PG,2019,jeff dowtin,113.2,53.3,56.07,144,3.72714,117.183,101.95,3.82538,3.697,15.303,2.06778907,0.6556,4.92704,51.1914345045176
20647,Scoring PG,2017,jeff dowtin,107.6,48.4,49.92,44,1.08479,101.916,100.655,0.175802,2.1562,5.5,2.76011259,0.5714,1.27672,46.77021147367415
20648,Wing G,2013,jeff early,109.2,51.2,54.82,139,3.17726,115.481,97.3657,3.3796,1.069,12.7586,0.65959154,0.6129,3.69905,41.91525489886484
20649,Wing G,2012,jeff early,92.5,47.3,50.01,96,1.04031,99.1762,101.378,-0.0465638,0.8333,8.7,0.44640273,0.6747,0.00643845,39.78481171252881
20669,Wing G,2012,jeff jones,116.3,57.3,61.31,62,2.9109,115.82,110.124,4.06625,0.9667,13.4,0.85299573,0.6393,2.94806,42.01273050759921
20679,Scoring PG,2016,jeff lowery,91.4,40.4,47.37,56,-0.163231,86.0275,119.229,-4.27422,2.8889,7.0,1.41821312,0.5205,-7.24995,54.43135200615438
20680,Scoring PG,2017,jeff lowery,95.6,47.6,51.43,57,0.22267,90.6451,118.878,-3.10118,2.9062,6.2188,1.66068568,0.507,-5.6074,50.18226076080454
