,pos,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,season,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,score
28820,PF/C,2014,luke kornet,89.3,17.7,42.4,43.08,5.1,11.4,11.0,15.9,0.533,24,42,0.571,21,89,0.236,3.9,1.2,11.5,Fr,0.10753,90.3472,3.0,27.4,98.5389,15.3333,-0.641355,1.56546,0.6333,1.6333,2.2667,0.7667,0.3,0.5667,3.9667,11.8919,4,1.09528577,0.6957,0.4211,101.818,1.6434,76.0257,0.872277,-1.01367,1.88595,0.924108,
28821,PF/C,2015,luke kornet,115.6,19.2,61.2,63.29,5.6,12.5,11.3,17.9,0.776,53,86,0.616,50,123,0.407,5.1,0.6,23.4,So,2.35774,119.354,3.5,27.4,99.4469,21.6,5.34968,0.940875,0.9143,2.5143,3.4286,1.0571,0.2,1.0857,8.6857,10.5732,3,0.90242454,0.7447,0.4615,102.213,2.06103,117.397,5.77992,4.46524,1.31468,6.29055,
29083,Scoring PG,2020,malachi flynn,121.5,27.1,53.2,58.25,2.3,13.5,30.2,11.7,0.855,107,209,0.512,74,201,0.368,0.4,3.1,33.7,Jr,5.6145,133.065,2.1,41.6,87.469,33.4688,7.29472,3.57094,0.625,3.8438,4.4688,5.0312,1.75,0.0938,17.625,11.6056,2,2.8246125,0.6818,0.3884,89.9442,4.69072,212.442,10.4191,8.04187,2.37721,10.8657,
29084,Combo G,2017,malachi flynn,93.8,18.0,50.0,52.03,0.9,8.9,16.8,20.7,0.727,42,106,0.396,56,146,0.384,0.1,1.2,17.5,Fr,0.637903,93.3572,2.3,41.6,108.072,33.129,-0.907309,-1.10124,0.2581,2.6774,2.9355,2.9355,0.6774,0.0323,9.7419,8.47424,4,1.39999036,0.5,0.3333,113.397,2.39093,148.796,-0.985983,-0.103383,-0.8826,-2.00855,
29085,Scoring PG,2018,malachi flynn,111.4,25.3,51.1,55.39,2.5,9.4,26.3,14.5,0.846,85,164,0.518,77,228,0.338,0.2,2.7,26.5,So,3.92404,121.942,2.2,41.6,108.361,33.3871,3.7289,-0.451723,0.7097,2.7419,3.4516,4.2581,1.5484,0.0645,15.7742,12.7199,3,2.00004703,0.6164,0.4167,111.151,2.42342,180.33,2.98862,4.70864,-1.72002,3.27718,
29110,Wing G,2014,malcolm brogdon,114.1,22.8,47.4,54.47,3.6,17.3,19.4,13.1,0.875,106,244,0.434,44,119,0.37,0.5,2.5,39.7,So,3.87694,123.975,2.4,80.6,85.6908,31.4324,4.38505,4.30077,0.8919,4.5405,5.4324,2.7297,1.1892,0.1351,12.7027,6.7323,3,1.90568285,0.5841,0.3053,90.121,4.78215,216.707,9.0741,4.90981,4.16429,8.68582,68.40085287846482
29111,Wing G,2015,malcolm brogdon,110.4,24.7,48.1,54.5,1.9,12.7,16.5,14.5,0.879,114,246,0.463,44,128,0.344,1.6,1.5,35.3,Jr,3.89039,122.124,2.4,80.6,85.3815,32.5,3.84808,3.60542,0.4706,3.4706,3.9412,2.3824,0.7059,0.4118,14.0,7.86777,2,1.39656492,0.619,0.3025,89.9786,4.70434,175.598,6.85273,3.37137,3.48136,7.4535,68.40085287846482
29112,Combo G,2016,malcolm brogdon,120.0,26.8,53.2,58.48,2.1,13.3,19.5,10.0,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31.0,Sr,5.83481,137.347,2.4,80.6,92.0084,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,9.86277,1,2.21154109,0.6496,0.3793,98.9573,4.36185,203.837,9.49229,7.27731,2.21498,10.2715,68.40085287846482
29113,Wing G,2012,malcolm brogdon,93.1,20.7,46.5,51.44,3.1,12.6,13.2,22.2,0.8,41,91,0.451,22,68,0.324,0.6,1.5,31.4,Fr,0.793795,95.9328,2.4,80.6,89.5082,22.3571,-0.663274,1.7916,0.5,2.2857,2.7857,1.3571,0.5,0.1071,6.7143,7.1241,4,0.86362477,0.5469,0.2222,91.276,2.85806,99.7032,1.18393,-0.906024,2.08995,1.12833,68.40085287846482
29122,Scoring PG,2011,malcolm delaney,112.3,25.9,51.5,58.53,2.6,8.3,22.7,18.6,0.85,102,237,0.43,84,206,0.408,0.5,2.6,48.1,Sr,5.12819,125.34,2.7,85.8,93.0156,38.2353,5.76072,1.97775,0.7941,2.7059,3.5,4.0294,1.6471,0.1765,18.7353,9.61182,1,1.33009828,0.5417,0.3546,96.6029,4.45017,222.372,6.42743,5.36085,1.06658,7.73847,
29123,Scoring PG,2010,malcolm delaney,110.2,29.2,45.2,54.43,2.8,8.5,27.2,16.6,0.842,124,277,0.448,63,206,0.306,0.3,2.0,56.5,Jr,4.92081,125.88,3.2,85.8,93.4769,35.8485,5.51805,1.518,0.9091,2.7879,3.697,4.4545,1.2424,0.0909,20.2121,10.1179,2,1.4848334,0.4853,0.4113,96.821,4.04715,197.296,5.99253,5.82991,0.162612,7.03605,
29216,Wing G,2016,malik beasley,114.9,23.0,54.1,58.29,5.0,15.1,9.8,14.0,0.813,130,251,0.518,55,142,0.387,0.6,1.8,32.6,Fr,3.71706,123.97,3.0,92.4,98.7372,29.8235,4.89748,0.449452,1.2941,4.0,5.2941,1.5,0.9412,0.1765,15.5588,7.75132,4,0.86440388,0.6744,0.3525,104.037,3.11598,182.98,4.21408,4.06388,0.150193,5.34693,39.75835110163469
29319,Combo G,2017,malik monk,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,0.822,147,296,0.497,104,262,0.397,1.5,1.6,32.3,Fr,4.66659,129.887,2.4,98.0,94.1113,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,11.4944,4,1.14475,0.6486,0.4011,99.9136,3.86031,210.41,6.1421,5.18184,0.960259,7.92541,35.35181236673775
29746,PF/C,2011,marcus morris,122.3,25.9,60.1,62.51,11.5,19.0,11.4,13.7,0.688,214,345,0.62,26,76,0.342,2.4,1.7,51.1,Jr,4.85773,135.864,3.6,77.6,86.7767,28.3158,7.5064,2.43718,2.6053,5.0263,7.6316,1.6316,0.8421,0.6316,17.2105,4.00787,2,0.92536297,0.7755,0.5051,91.705,3.93206,223.432,9.65942,6.81335,2.84607,9.94358,43.226723525231
29747,Wing F,2010,marcus morris,121.3,22.6,59.0,61.0,12.8,14.0,8.1,13.6,0.66,162,273,0.593,12,32,0.375,1.3,2.2,49.2,So,3.84172,130.867,4.2,77.6,87.3953,24.6944,5.88628,1.73189,2.6667,3.4444,6.1111,1.0278,0.9444,0.3333,12.75,2.04563,3,0.77086925,0.7143,0.4524,93.09,3.32817,171.08,7.92823,6.38933,1.5389,7.61817,43.226723525231
29798,Scoring PG,2013,marcus smart,102.2,28.1,45.5,53.24,5.4,14.2,26.8,21.1,0.777,113,243,0.465,38,131,0.29,2.2,5.3,57.5,Fr,3.43154,115.31,3.3,98.2,81.0731,33.5152,4.31411,5.71881,1.5152,4.303,5.8182,4.2121,3.0,0.6667,15.3636,7.01097,4,1.25225949,0.5982,0.3561,85.2491,5.1168,272.437,10.5777,4.4735,6.10424,10.0329,72.49466950959489
29799,Scoring PG,2014,marcus smart,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,0.728,114,222,0.514,49,164,0.299,1.9,5.0,64.8,So,4.50623,128.811,3.6,98.2,87.4668,32.7097,5.92469,5.00823,1.4194,4.4839,5.9032,4.7742,2.871,0.5806,17.9677,9.21149,3,1.80485405,0.7091,0.3186,91.3572,4.69701,246.092,11.9444,7.06262,4.88179,10.9329,72.49466950959489
29811,PF/C,2011,marcus thornton,75.1,15.8,37.3,38.46,9.4,14.3,7.9,29.9,0.417,16,43,0.372,2,8,0.25,6.7,2.3,47.1,Fr,-0.425086,72.8884,3.7,76.0,90.4576,9.375,-3.64674,2.92157,0.7188,1.2188,1.9375,0.4062,0.3438,0.5938,1.5,1.64615,4,0.5651085,0.48,0.2222,94.3445,1.15923,60.5156,1.32248,-3.43489,4.75737,-0.725175,39.8862828713575
29812,PF/C,2015,marcus thornton,106.8,22.5,49.6,54.3,7.1,20.5,8.7,13.8,0.691,126,251,0.502,9,30,0.3,4.3,1.6,53.0,Sr,2.7023,114.695,4.2,76.0,88.7619,29.1935,1.95055,2.59808,1.7097,5.5806,7.2903,1.0323,0.7419,1.129,12.3226,2.03162,1,0.69566684,0.6742,0.3025,93.1585,3.8219,189.622,4.72743,1.25072,3.47671,4.54863,39.8862828713575
29813,PF/C,2014,marcus thornton,99.7,19.6,44.9,50.25,10.4,16.6,4.0,17.8,0.647,90,206,0.437,5,11,0.455,5.8,1.3,62.7,Jr,1.31565,103.016,3.7,76.0,96.8707,25.9706,0.197704,1.49694,2.2353,3.8529,6.0882,0.4706,0.5294,1.3235,8.3235,0.752684,2,0.31373334,0.6147,0.2371,99.9003,2.93543,165.798,1.7732,-0.886368,2.65957,1.69465,39.8862828713575
29814,PF/C,2012,marcus thornton,73.7,14.9,29.5,33.58,7.9,18.0,7.2,23.2,0.556,25,88,0.284,4,17,0.235,2.7,1.2,34.3,So,-1.07666,71.6558,5.2,76.0,95.8407,22.2963,-5.28764,0.838517,1.5556,3.2222,4.7778,0.7778,0.4074,0.4815,3.037,1.83855,3,0.65626058,0.3889,0.2115,100.908,2.33869,100.923,-2.16779,-4.39502,2.22724,-4.44912,39.8862828713575
29815,Combo G,2013,marcus thornton,107.4,27.5,55.5,59.75,1.4,7.4,18.6,19.3,0.824,86,193,0.446,90,205,0.439,1.5,1.5,32.9,So,3.85704,116.412,1.7,19.2,111.725,36.5862,5.04024,-3.00179,0.3793,2.3793,2.7586,2.7931,0.8621,0.5172,18.9655,12.2256,3,0.91010105,0.52,0.3723,109.103,1.75473,149.647,-0.313477,3.28646,-3.59993,2.03844,39.8862828713575
29816,Combo G,2014,marcus thornton,107.0,27.3,53.9,57.44,0.8,6.9,16.2,14.9,0.765,94,206,0.456,89,216,0.412,0.7,1.8,32.2,Jr,3.46697,116.334,2.0,19.2,115.078,35.8,3.31958,-3.07572,0.2333,2.0333,2.2667,2.6,1.0333,0.2333,18.6333,12.4108,2,1.09857607,0.5488,0.3952,113.623,1.80687,148.207,-1.00754,2.99809,-4.00563,0.243854,39.8862828713575
29817,Wing G,2012,marcus thornton,83.3,27.4,42.3,46.81,1.6,8.9,12.0,20.9,0.7,78,204,0.382,36,108,0.333,0.5,0.8,35.3,Fr,0.475812,90.612,2.3,19.2,113.874,28.0323,-2.38077,-4.13172,0.3548,2.0323,2.3871,1.2903,0.3548,0.129,11.0,7.83037,4,0.50631771,0.4353,0.3445,114.394,1.20853,110.232,-8.09814,-3.82232,-4.27582,-6.5125,39.8862828713575
29818,Combo G,2015,marcus thornton,111.7,27.2,55.6,59.66,1.0,7.5,17.9,14.5,0.824,111,211,0.526,94,242,0.388,0.4,1.1,31.3,Sr,4.46183,121.865,1.2,19.2,111.551,36.6667,4.77995,-3.48152,0.2727,2.5152,2.7879,2.8788,0.6364,0.1212,19.9697,12.8921,1,1.23378896,0.6667,0.4018,110.674,2.05055,149.321,-0.602706,4.08968,-4.69238,1.29843,39.8862828713575
30052,Wing G,2011,markel brown,90.9,19.9,43.5,47.02,3.4,10.7,14.2,20.9,0.607,60,132,0.455,16,61,0.262,5.2,2.3,43.5,Fr,0.575836,94.051,2.7,71.8,94.7255,21.6176,1.52296,2.53399,0.6176,1.9118,2.5294,1.4412,0.8235,0.9706,6.4412,4.97996,4,0.96080001,0.5672,0.3385,98.8048,2.38053,135.39,3.49591,-0.558312,4.05422,4.05695,
30053,Wing G,2013,markel brown,109.7,22.5,50.3,54.87,1.7,12.7,15.6,13.3,0.76,117,245,0.478,52,143,0.364,2.6,1.7,38.7,Jr,3.58554,116.102,2.5,71.8,89.1449,34.1212,4.18977,2.4168,0.4848,3.9394,4.4242,2.4242,1.0,0.7879,15.2727,7.51605,2,1.40346205,0.596,0.3986,93.7367,4.27138,204.001,5.66367,3.12631,2.53736,6.60657,
30054,Wing G,2014,markel brown,118.2,22.5,54.1,59.09,3.5,12.9,16.9,11.6,0.768,135,257,0.525,55,145,0.379,3.1,1.6,48.3,Sr,4.65261,127.105,2.9,71.8,94.435,35.3235,5.71776,2.12489,1.0588,4.2059,5.2647,2.9118,1.0,1.0294,17.1765,6.87176,1,1.80007417,0.6891,0.3841,99.2219,4.22725,215.685,7.09476,4.66915,2.42562,7.84265,
30055,Wing G,2012,markel brown,94.0,21.9,45.7,51.24,3.7,15.3,16.9,21.1,0.737,88,194,0.454,22,71,0.31,1.8,2.4,44.5,So,1.63939,101.042,3.2,71.8,95.5611,31.1562,0.809053,0.934404,0.9688,4.1875,5.1562,2.3438,1.25,0.5312,10.2812,4.30235,3,0.98686319,0.6304,0.2941,100.721,3.28995,186.498,2.12533,0.370216,1.75512,1.74346,
30082,PF/C,2011,markieff morris,118.0,25.2,62.7,64.16,13.9,24.7,11.0,19.0,0.673,170,272,0.625,25,59,0.424,4.9,1.9,46.2,Jr,3.68026,129.928,4.7,76.6,82.7681,24.3684,6.16321,3.20885,2.7105,5.6053,8.3158,1.3947,0.7895,1.1316,13.6316,3.61883,2,0.67947974,0.7619,0.4038,87.4686,3.72177,223.462,10.6049,5.65606,4.94879,9.37206,36.1904761904762
30083,PF/C,2010,markieff morris,111.0,20.1,59.9,61.19,11.9,20.3,10.7,22.8,0.622,76,133,0.571,10,19,0.526,5.5,1.5,64.5,So,1.83523,116.106,5.8,76.6,83.6077,17.5278,2.73937,3.49423,1.75,3.5556,5.3056,1.0833,0.4444,0.9722,6.75,1.7116,3,0.76466435,0.7059,0.3333,89.0556,2.59106,141.546,8.13544,3.54238,4.59307,6.23359,36.1904761904762
30230,PF/C,2016,marquese chriss,109.3,23.7,56.2,58.64,9.8,11.7,6.3,17.6,0.685,159,279,0.57,21,60,0.35,5.9,1.9,38.3,Fr,2.66194,119.28,6.5,88.6,96.5835,24.9118,2.60641,1.63427,2.5,2.8824,5.3824,0.7647,0.9412,1.6176,13.8235,3.61537,4,0.37681086,0.7034,0.4211,100.93,2.74802,179.644,4.54953,2.03066,2.51887,4.24068,46.01279317697228
30428,PF/C,2018,marvin bagley iii,123.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,0.627,247,382,0.647,23,58,0.397,2.6,1.4,47.5,Fr,6.01066,139.5,2.2,100.0,91.47,33.7576,8.30044,1.34425,4.0,7.0909,11.0909,1.5152,0.8182,0.8788,21.0303,2.93586,4,0.66669599,0.7311,0.4576,96.4998,4.41523,234.046,8.66296,6.3114,2.35157,9.6447,36.119402985074636
30530,C,2011,mason plumlee,103.7,17.2,59.3,56.82,11.2,23.8,10.5,24.7,0.441,112,187,0.599,0,2,0.0,5.8,2.0,49.2,So,1.65048,104.806,4.0,94.8,80.9889,25.6486,2.23207,4.80505,2.4595,5.8919,8.3514,1.5676,0.8919,1.6757,7.1622,0.119641,3,0.81692636,0.748,0.3125,85.1714,4.08853,243.473,8.83795,1.79522,7.04274,7.03711,40.9950248756219
